Rabat,Banjul,2489
Rabat,Accra,3237
Rabat,Conakry,2809
Rabat,Bissau,2619
Rabat,Yamoussoukro,3028
Rabat,Nairobi,6010
Rabat,Maseru,7912
Rabat,Monrovia,3108
Rabat,Tripoli,1859
Rabat,Antananarivo,8229
Rabat,Lilongwe,6850
Rabat,Bamako,2378
Rabat,Nouakchott,1990
Rabat,Port Louis,9085
Rabat,Mamoutzou,7570
Maputo,Algiers,7629
Maputo,Luanda,2793
Maputo,Porto-Novo,4848
Maputo,Gaborone,686
Maputo,Ouagadougou,5639
Maputo,Bujumbura,2535
Maputo,Yaoundé,4019
Maputo,Praia,7580
Maputo,Bangui,3696
Maputo,N'Djamena,4640
Maputo,Moroni,1942
Maputo,Kinshasa,3030
Maputo,Djibouti,4330
Maputo,Cairo,6232
Maputo,Malabo,4182
Maputo,Asmara,4643
Maputo,Addis Ababa,3947
Maputo,Libreville,3840
Maputo,Banjul,6891
Maputo,Accra,4979
Maputo,Conakry,6370
Maputo,Bissau,6696
Maputo,Yamoussoukro,5476
Maputo,Nairobi,2783
Maputo,Maseru,625
Maputo,Monrovia,5896
Maputo,Tripoli,6858
Maputo,Antananarivo,1724
Maputo,Lilongwe,1340
Maputo,Bamako,6141
Maputo,Nouakchott,7178
Maputo,Port Louis,2625
Maputo,Mamoutzou,1975
Maputo,Rabat,7859
Windhoek,Algiers,6758
Windhoek,Luanda,1580
Windhoek,Porto-Novo,3595
Windhoek,Gaborone,929
Windhoek,Ouagadougou,4382
Windhoek,Bujumbura,2510
Windhoek,Yaoundé,3000
Windhoek,Praia,6075
Windhoek,Bangui,2998
Windhoek,N'Djamena,3862
Windhoek,Moroni,3026
Windhoek,Kinshasa,2037
Windhoek,Djibouti,4742
Windhoek,Cairo,6044
Windhoek,Malabo,3061
Windhoek,Asmara,4838
Windhoek,Addis Ababa,4231
Windhoek,Libreville,2682
Windhoek,Banjul,5429
Windhoek,Accra,3648
Windhoek,Conakry,4896
Windhoek,Bissau,5227
Windhoek,Yamoussoukro,4074
Windhoek,Nairobi,3186
Windhoek,Maseru,1282
Windhoek,Monrovia,4416
Windhoek,Tripoli,6178
Windhoek,Antananarivo,3188
Windhoek,Lilongwe,2004
Windhoek,Bamako,4775
Windhoek,Nouakchott,5775
Windhoek,Port Louis,4182
Windhoek,Mamoutzou,3167
Windhoek,Rabat,6780
Windhoek,Maputo,1615
Niamey,Algiers,2586
Niamey,Luanda,2772
Niamey,Porto-Novo,781
Niamey,Gaborone,4967
Niamey,Ouagadougou,414
Niamey,Bujumbura,3545
Niamey,Yaoundé,1489
Niamey,Praia,2765
Niamey,Bangui,2071
Niamey,N'Djamena,1410
Niamey,Moroni,5334
Niamey,Kinshasa,2460
Niamey,Djibouti,4455
Niamey,Cairo,3510
Niamey,Malabo,1309
Niamey,Asmara,3966
Niamey,Addis Ababa,4023
Niamey,Libreville,1668
Niamey,Banjul,2020
Niamey,Accra,920
Niamey,Conakry,1776
Niamey,Bissau,1929
Niamey,Yamoussoukro,1099
Niamey,Nairobi,4164
Niamey,Maseru,5486
Niamey,Monrovia,1625
Niamey,Tripoli,2429
Niamey,Antananarivo,6145
Niamey,Lilongwe,4637
Niamey,Bamako,1099
Niamey,Nouakchott,2000
Niamey,Port Louis,7120
Niamey,Mamoutzou,5579
Niamey,Rabat,2451
Niamey,Maputo,5490
Niamey,Windhoek,4330
Abuja,Algiers,3110
Abuja,Luanda,2091
Abuja,Porto-Novo,609
Abuja,Gaborone,4249
Abuja,Ouagadougou,1050
Abuja,Bujumbura,2792
Abuja,Yaoundé,730
Abuja,Praia,3430
Abuja,Bangui,1330
Abuja,N'Djamena,893
Abuja,Moroni,4580
Abuja,Kinshasa,1723
Abuja,Djibouti,3910
Abuja,Cairo,3398
Abuja,Malabo,609
Abuja,Asmara,3484
Abuja,Addis Ababa,3433
Abuja,Libreville,990
Abuja,Banjul,2667
Abuja,Accra,932
Abuja,Conakry,2322
Abuja,Bissau,2542
Abuja,Yamoussoukro,1427
Abuja,Nairobi,3448
Abuja,Maseru,4776
Abuja,Monrovia,2037
Abuja,Tripoli,2712
Abuja,Antananarivo,5382
Abuja,Lilongwe,3872
Abuja,Bamako,1736
Abuja,Nouakchott,2723
Abuja,Port Louis,6364
Abuja,Mamoutzou,4826
Abuja,Rabat,3135
Abuja,Maputo,4748
Abuja,Windhoek,3669
Abuja,Niamey,766
Brazzaville,Algiers,4735
Brazzaville,Luanda,556
Brazzaville,Porto-Novo,1848
Brazzaville,Gaborone,2535
Brazzaville,Ouagadougou,2622
Brazzaville,Bujumbura,1565
Brazzaville,Yaoundé,997
Brazzaville,Praia,4777
Brazzaville,Bangui,1026
Brazzaville,N'Djamena,1822
Brazzaville,Moroni,3187
Brazzaville,Kinshasa,6
Brazzaville,Djibouti,3551
Brazzaville,Cairo,4179
Brazzaville,Malabo,1148
Brazzaville,Asmara,3396
Brazzaville,Addis Ababa,2992
Brazzaville,Libreville,829
Brazzaville,Banjul,4031
Brazzaville,Accra,2037
Brazzaville,Conakry,3557
Brazzaville,Bissau,3857
Brazzaville,Yamoussoukro,2594
Brazzaville,Nairobi,2415
Brazzaville,Maseru,3068
Brazzaville,Monrovia,3125
Brazzaville,Tripoli,4137
Brazzaville,Antananarivo,3861
Brazzaville,Lilongwe,2298
Brazzaville,Bamako,3187
Brazzaville,Nouakchott,4234
Brazzaville,Port Louis,4896
Brazzaville,Mamoutzou,3423
Brazzaville,Rabat,4848
Brazzaville,Maputo,3036
Brazzaville,Windhoek,2043
Brazzaville,Niamey,2454
Brazzaville,Abuja,1717
Saint-Denis,Algiers,8441
Saint-Denis,Luanda,4714
Saint-Denis,Porto-Novo,6522
Saint-Denis,Gaborone,3052
Saint-Denis,Ouagadougou,7239
Saint-Denis,Bujumbura,3428
Saint-Denis,Yaoundé,5522
Saint-Denis,Praia,9491
Saint-Denis,Bangui,4906
Saint-Denis,N'Djamena,5740
Saint-Denis,Moroni,1652
Saint-Denis,Kinshasa,4709
Saint-Denis,Djibouti,3853
Saint-Denis,Cairo,6228
Saint-Denis,Malabo,5776
Saint-Denis,Asmara,4412
Saint-Denis,Addis Ababa,3793
Saint-Denis,Libreville,5528
Saint-Denis,Banjul,8741
Saint-Denis,Accra,6744
Saint-Denis,Conakry,8271
Saint-Denis,Bissau,8570
Saint-Denis,Yamoussoukro,7307
Saint-Denis,Nairobi,2973
Saint-Denis,Maseru,2960
Saint-Denis,Monrovia,7832
Saint-Denis,Tripoli,7474
Saint-Denis,Antananarivo,855
Saint-Denis,Lilongwe,2420
Saint-Denis,Bamako,7869
Saint-Denis,Nouakchott,8905
Saint-Denis,Port Louis,228
Saint-Denis,Mamoutzou,1411
Saint-Denis,Rabat,8978
Saint-Denis,Maputo,2398
Saint-Denis,Windhoek,3957
Saint-Denis,Niamey,6968
Saint-Denis,Abuja,6209
Saint-Denis,Brazzaville,4714
Kigali,Algiers,5129
Kigali,Luanda,2013
Kigali,Porto-Novo,3190
Kigali,Gaborone,2563
Kigali,Ouagadougou,3835
Kigali,Bujumbura,177
Kigali,Yaoundé,2160
Kigali,Praia,6185
Kigali,Bangui,1459
Kigali,N'Djamena,2280
Kigali,Moroni,1815
Kigali,Kinshasa,1659
Kigali,Djibouti,2088
Kigali,Cairo,3562
Kigali,Malabo,2448
Kigali,Asmara,2155
Kigali,Addis Ababa,1554
Kigali,Libreville,2306
Kigali,Banjul,5420
Kigali,Accra,3463
Kigali,Conakry,5010
Kigali,Bissau,5273
Kigali,Yamoussoukro,4041
Kigali,Nairobi,755
Kigali,Maseru,3056
Kigali,Monrovia,4628
Kigali,Tripoli,4259
Kigali,Antananarivo,2680
Kigali,Lilongwe,1398
Kigali,Bamako,4504
Kigali,Nouakchott,5509
Kigali,Port Louis,3602
Kigali,Mamoutzou,2059
Kigali,Rabat,5553
Kigali,Maputo,2684
Kigali,Windhoek,2686
Kigali,Niamey,3529
Kigali,Abuja,2786
Kigali,Brazzaville,1661
Kigali,Saint-Denis,3465
Jamestown,Algiers,5931
Jamestown,Luanda,2202
Jamestown,Porto-Novo,2658
Jamestown,Gaborone,3429
Jamestown,Ouagadougou,3181
Jamestown,Bujumbura,4082
Jamestown,Yaoundé,2907
Jamestown,Praia,3950
Jamestown,Bangui,3496
Jamestown,N'Djamena,3866
Jamestown,Moroni,5298
Jamestown,Kinshasa,2636
Jamestown,Djibouti,6187
Jamestown,Cairo,6469
Jamestown,Malabo,2709
Jamestown,Asmara,6010
Jamestown,Addis Ababa,5627
Jamestown,Libreville,2464
Jamestown,Banjul,3479
Jamestown,Accra,2467
Jamestown,Conakry,2966
Jamestown,Bissau,3277
Jamestown,Yamoussoukro,2531
Jamestown,Nairobi,4937
Jamestown,Maseru,3701
Jamestown,Monrovia,2535
Jamestown,Tripoli,5789
Jamestown,Antananarivo,5640
Jamestown,Lilongwe,4244
Jamestown,Bamako,3189
Jamestown,Nouakchott,3947
Jamestown,Port Louis,6662
Jamestown,Mamoutzou,5487
Jamestown,Rabat,5555
Jamestown,Maputo,4114
Jamestown,Windhoek,2501
Jamestown,Niamey,3386
Jamestown,Abuja,3138
Jamestown,Brazzaville,2636
Jamestown,Saint-Denis,6440
Jamestown,Kigali,4215
São Tomé,Algiers,4066
São Tomé,Luanda,1249
São Tomé,Porto-Novo,824
São Tomé,Gaborone,3462
São Tomé,Ouagadougou,1618
São Tomé,Bujumbura,2549
São Tomé,Yaoundé,661
São Tomé,Praia,3697
São Tomé,Bangui,1387
São Tomé,N'Djamena,1598
São Tomé,Moroni,4250
São Tomé,Kinshasa,1085
São Tomé,Djibouti,4210
São Tomé,Cairo,4201
São Tomé,Malabo,442
São Tomé,Asmara,3909
São Tomé,Addis Ababa,3674
São Tomé,Libreville,302
São Tomé,Banjul,2952
São Tomé,Accra,964
São Tomé,Conakry,2479
São Tomé,Bissau,2777
São Tomé,Yamoussoukro,1515
São Tomé,Nairobi,3350
São Tomé,Maseru,3966
São Tomé,Monrovia,2055
São Tomé,Tripoli,3681
São Tomé,Antananarivo,4940
São Tomé,Lilongwe,3377
São Tomé,Bamako,2124
São Tomé,Nouakchott,3171
São Tomé,Port Louis,5974
São Tomé,Mamoutzou,4489
São Tomé,Rabat,4002
São Tomé,Maputo,4031
São Tomé,Windhoek,2782
São Tomé,Niamey,1550
São Tomé,Abuja,974
São Tomé,Brazzaville,1079
São Tomé,Saint-Denis,5793
São Tomé,Kigali,2606
São Tomé,Jamestown,2268
Dakar,Algiers,3183
Dakar,Luanda,4275
Dakar,Porto-Novo,2370
Dakar,Gaborone,6422
Dakar,Ouagadougou,1739
Dakar,Bujumbura,5532
Dakar,Yaoundé,3393
Dakar,Praia,653
Dakar,Bangui,4103
Dakar,N'Djamena,3522
Dakar,Moroni,7301
Dakar,Kinshasa,4183
Dakar,Djibouti,6551
Dakar,Cairo,5246
Dakar,Malabo,3119
Dakar,Asmara,6037
Dakar,Addis Ababa,6133
Dakar,Libreville,3356
Dakar,Banjul,166
Dakar,Accra,2141
Dakar,Conakry,703
Dakar,Bissau,372
Dakar,Yamoussoukro,1590
Dakar,Nairobi,6227
Dakar,Maseru,6868
Dakar,Monrovia,1182
Dakar,Tripoli,3693
Dakar,Antananarivo,8034
Dakar,Lilongwe,6474
Dakar,Bamako,1045
Dakar,Nouakchott,409
Dakar,Port Louis,9058
Dakar,Mamoutzou,7545
Dakar,Rabat,2398
Dakar,Maputo,7050
Dakar,Windhoek,5594
Dakar,Niamey,2112
Dakar,Abuja,2781
Dakar,Brazzaville,4177
Dakar,Saint-Denis,8883
